system,n_orbit_options,partition,L_orbit,top_a,top_e,top_i,top_o,top_O,top_M0,ranking,incl_group
2,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.024431606,2.520177748454071,0.097608594,1.4886044815620865,0.936258494,-0.326239306,-3.568364561,0,high
2,1,"[[0, 1, 2], [3, 7, 8], [4, 5, 6]]",0.000193112,1.2970936610657224,0.05482928,1.4814626565340674,4.281683140482984,2.8263368597666263,-4.368296296,3,high
2,2,"[[0, 1, 2], [3, 7, 8], [4, 5, 6]]",0.011713260303360005,0.9745354669296911,0.088888889,2.593286369381437,-1.045436185,0.35783746799422905,-4.658780839,3,high
2,1,"[[0, 1, 2], [3, 7, 8], [4, 5, 6]]",0.00363689,1.2171855944344074,0.099231743,1.5736988669559464,-2.919975478,2.871955690239975,-1.905255414,3,high
2,1,"[[0, 1, 5], [2, 3, 4], [6, 7, 8]]",0.000201856,1.3140168343783878,0.077746025,1.4927121119430038,4.548154401744748,2.8157317582588313,-4.602691319,1,high
2,2,"[[0, 1, 5], [2, 3, 4], [6, 7, 8]]",0.002305683,1.4717377125368578,0.098231272,1.6142693863189799,-4.544760669,2.8339208549705375,0.3056280247971441,1,high
2,1,"[[0, 1, 5], [2, 3, 4], [6, 7, 8]]",0.029093588855408005,2.520177748454071,0.097608594,1.4886044815620865,0.936258494,-0.326239306,-3.568364561,1,high
2,1,"[[0, 1, 5], [2, 4, 6], [3, 7, 8]]",0.000217522,1.3140168343783878,0.077746025,1.4927121119430038,4.548154401744748,2.8157317582588313,-4.602691319,2,high
2,1,"[[0, 1, 5], [2, 4, 6], [3, 7, 8]]",0.003252929,3.5466976392660343,0.075432879,1.5573970004172086,3.8813519605040305,-0.256830243,-2.391191923,2,high
2,2,"[[0, 1, 5], [2, 4, 6], [3, 7, 8]]",0.016368575437968002,1.0173229723505313,0.09,0.5721277438143175,0.8119026511890892,0.5919814759746873,-1.670653054,2,high
3,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.00196567,2.8067251597008633,0.047144209937300306,1.3257257299692076,-2.017189251,-1.832770566,1.7636193290585525,0,high
3,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.000839004,2.190307896,0.093694712,1.3180609338669877,0.8825321146953944,-1.858618154,-3.950076532,0,high
3,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.001821224,2.8067251597008633,0.052253124601426906,1.3496275830165583,-0.149039663,-1.814022377,-0.144902081,0,high
3,1,"[[0, 1, 8], [2, 6, 7], [3, 4, 5]]",0.001924477,2.9185804713764796,0.099231743,1.3373828463808315,1.4156717301531896,-1.8012664,-1.507790823,1,high
3,1,"[[0, 1, 8], [2, 6, 7], [3, 4, 5]]",0.000637256,2.697165542865506,0.089766641,1.695661770719991,4.598017417090875,1.358759426227001,-2.406944741,1,high
3,1,"[[0, 1, 8], [2, 6, 7], [3, 4, 5]]",0.000903626,2.190307896,0.093694712,1.3180609338669877,0.8825321146953944,-1.858618154,-3.950076532,1,high
3,1,"[[0, 7, 8], [1, 2, 6], [3, 4, 5]]",0.003266288,2.9943352150291775,0.073848516,1.355982858746637,-0.725614315,-1.858261288,0.5670178416480041,2,high
3,1,"[[0, 7, 8], [1, 2, 6], [3, 4, 5]]",0.00028895,2.9185804713764796,0.099231743,1.7043530790694406,-4.047883916,1.4739025913961663,0.24764048544791517,2,high
3,1,"[[0, 7, 8], [1, 2, 6], [3, 4, 5]]",0.001136103,2.190307896,0.093694712,1.3180609338669877,0.8825321146953944,-1.858618154,-3.950076532,2,high
4,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",7.531475160000005e-06,4.467873147288815,0.095974534,1.553797944701417,1.3022194516333971,0.7504151497687293,-0.04035853,1,high
4,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.000347761,2.083344651822604,0.098780833,1.5684951396142481,-3.887040832,-2.395226717,1.0772739940194547,1,high
4,2,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.017113527826899993,1.2561827695723453,0.0625,1.5389842533780822,-1.695460813,-2.382218528,-2.23136504,1,high
4,1,"[[0, 1, 2], [3, 5, 7], [4, 6, 8]]",7.488222719999997e-06,4.467873147288815,0.095974534,1.553797944701417,1.3022194516333971,0.7504151497687293,-0.04035853,0,high
4,1,"[[0, 1, 2], [3, 5, 7], [4, 6, 8]]",0.015211706,1.3226013555491478,0.097398253,1.575358147611736,1.8593115467464512,0.7466984896546938,-1.255009949,0,high
4,2,"[[0, 1, 2], [3, 5, 7], [4, 6, 8]]",0.013950718319151996,1.1585055519447254,0.085699734,1.584597047962077,0.6032312980452703,-2.375049848,-5.382833125,0,high
4,1,"[[0, 4, 5], [1, 2, 3], [6, 7, 8]]",7.659891799999997e-06,1.533720105772788,0.099836618,1.5906095228690973,-2.732743339,-2.382484183,-0.727553234,2,high
4,0,"[[0, 4, 5], [1, 2, 3], [6, 7, 8]]",,,,,,,,2,high
4,2,"[[0, 4, 5], [1, 2, 3], [6, 7, 8]]",0.028230547545300005,1.2561827695723453,0.0625,1.5389842533780822,-1.695460813,-2.382218528,-2.23136504,2,high
5,2,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.005832421,0.9690355612736522,0.060921423,1.4936769879447611,1.6328415930759497,1.6730790842045686,-2.254432025,0,high
5,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",2.0731051431999984e-05,2.520177748454071,0.066154495,1.5753618083547754,-2.978150304,1.6092171505751602,1.1964859233601568,0,high
5,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.083058215,3.0902683766551053,0.075929613,1.5760590854930252,0.010951784,1.6180527147755344,-1.320191586,0,high
5,2,"[[0, 1, 2], [3, 4, 8], [5, 6, 7]]",0.005093321,0.9690355612736522,0.060921423,1.4936769879447611,1.6328415930759497,1.6730790842045686,-2.254432025,1,high
5,1,"[[0, 1, 2], [3, 4, 8], [5, 6, 7]]",3.719003567999998e-05,3.032548026,0.086381333,1.5736295721806748,-1.458371929,1.6147444813035015,-0.156841,1,high
5,1,"[[0, 1, 2], [3, 4, 8], [5, 6, 7]]",0.011718191292499998,1.0173229723505313,0.096046864,0,-1.080269953,0,-3.622933458,1,high
6,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.010450728691919998,1.2561827695723453,0.010000000000000009,1.525961859991125,-4.492287801,-0.013261126,-0.68056838,1,high
6,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.007632919,3.896688998103387,0.035136418,1.5581021271339701,3.989429587585038,3.127136122611539,-2.233752306,1,high
6,2,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",3.535462242399992e-05,1.078181812193014,0.063245553,1.595831558451721,3.7837895805414323,3.1283739298117514,-4.576952544,1,high
6,1,"[[0, 4, 5], [1, 2, 3], [6, 7, 8]]",0.003933432,4.022197273137271,0.049683516696513316,1.5806012647780723,4.470828095656696,3.1036563913119934,-2.727063041,2,high
6,1,"[[0, 4, 5], [1, 2, 3], [6, 7, 8]]",0.000427735,1.2970936610657224,0.090863909,1.5846735626514983,0.9897392868210417,3.110983852233028,-0.871930736,2,high
6,2,"[[0, 4, 5], [1, 2, 3], [6, 7, 8]]",1.2240784584000006e-05,1.078181812193014,0.063245553,1.595831558451721,3.7837895805414323,3.1283739298117514,-4.576952544,2,high
6,1,"[[0, 4, 5], [1, 2, 6], [3, 7, 8]]",0.013234944326076001,4.022197273137271,0.049683516696513316,1.5806012647780723,4.470828095656696,3.1036563913119934,-2.727063041,0,high
6,1,"[[0, 4, 5], [1, 2, 6], [3, 7, 8]]",0.001008739,1.1514737891707096,0.097182532,1.5592554697933134,3.2482638719970214,3.129239541143408,-2.988929907,0,high
6,4,"[[0, 4, 5], [1, 2, 6], [3, 7, 8]]",0.003232919,0.4518736771150877,0.094280904,1.675064890294427,-0.422522975,3.0968568971158605,-8.126484093,0,high
6,4,"[[0, 7, 8], [1, 2, 6], [3, 4, 5]]",0.011326308,1.0909810939771705,0.098488578,1.5682965782886713,0.16711249660570315,-3.070288174,-4.56064548,3,high
6,1,"[[0, 7, 8], [1, 2, 6], [3, 4, 5]]",0.001407316,1.1514737891707096,0.097182532,1.5592554697933134,3.2482638719970214,3.129239541143408,-2.988929907,3,high
6,1,"[[0, 7, 8], [1, 2, 6], [3, 4, 5]]",6.093876600000005e-07,3.896688998103387,0.035136418,1.5581021271339701,3.989429587585038,3.127136122611539,-2.233752306,3,high
7,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.017059527,1.778686613017906,0.08789593,1.485654596194332,3.4611105375553453,-0.332228643,-2.814217571,0,high
7,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.001820939,2.285622998253481,0.084685041,1.509977856579911,-2.839507591,2.806610033059712,-0.198781808,0,high
7,2,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.000290063,1.123982295600042,0.02,1.5904965368324733,-0.369609145,-0.354934188,-4.167195133,0,high
7,1,"[[0, 2, 7], [1, 6, 8], [3, 4, 5]]",0.004207827,1.394328526954918,0.099380799,1.5741452863635699,1.6180008570461575,-0.301168752,-0.972753517,1,high
7,2,"[[0, 2, 7], [1, 6, 8], [3, 4, 5]]",0.003828183,1.1514737891707096,0.067412495,1.5016462181635861,-1.63708753,-0.471628182,-2.672394084,1,high
7,1,"[[0, 2, 7], [1, 6, 8], [3, 4, 5]]",9.44111999999999e-09,2.285622998253481,0.084685041,1.509977856579911,-2.839507591,2.806610033059712,-0.198781808,1,high
8,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",3.714036225199997e-05,4.812736329382651,0.099231743,1.4939286385878117,1.1358884783517915,-1.222195284,-2.804289991,1,high
8,3,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.000598285,0.8007548676402807,0.082462113,1.5283769536206302,-2.68708915,1.9174209830413966,-4.591563805,1,high
8,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",6.957968819999999e-06,1.280493038729506,0.032015621,1.5264779493328062,-1.156330263,-1.210379207,-2.80360492,1,high
8,1,"[[0, 1, 2], [3, 7, 8], [4, 5, 6]]",6.128960904000005e-05,4.812736329382651,0.099231743,1.4939286385878117,1.1358884783517915,-1.222195284,-2.804289991,0,high
8,1,"[[0, 1, 2], [3, 7, 8], [4, 5, 6]]",0.0001938,1.2171855944344074,0.081865993,1.5336570162845315,-4.451722458,-1.198107101,0.20716933058533193,0,high
8,2,"[[0, 1, 2], [3, 7, 8], [4, 5, 6]]",0.000969161,1.1799963690390531,0.099231743,1.5980402398917724,-0.904531738,-1.241783186,0.055820269,0,high
9,3,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.004413329,0.5608048725235758,0.082073815,1.6654210484675938,0.16799236788707006,1.9239013247207597,-4.827762673,0,high
9,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.004869655,1.588035926986617,0.092978687,1.4466044643411586,4.956750022375108,1.936408512426937,-3.257110961,0,high
9,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.048808944,3.5466976392660343,0.086502595,1.4660815857638245,4.741167839121934,1.903529839034093,-2.890123261,0,high
9,1,"[[0, 2, 4], [1, 3, 5], [6, 7, 8]]",7.3824285150000026e-06,1.1946620047301781,0.099683172,1.5366561615997334,-2.80524182,-1.231184018,-1.453690456,1,high
9,3,"[[0, 2, 4], [1, 3, 5], [6, 7, 8]]",0.004121789,0.5741662986602719,0.090138782,1.5718218257932697,0.4650990411022544,1.7492575575858287,-9.668642835,1,high
9,1,"[[0, 2, 4], [1, 3, 5], [6, 7, 8]]",0.046208962829568004,3.5466976392660343,0.086502595,1.4660815857638245,4.741167839121934,1.903529839034093,-2.890123261,1,high
10,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.009733398,2.9943352150291775,0.094832189,1.3388284846695968,-1.111318284,0.8490384123711262,2.220282760225418,0,high
10,1,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",8.314120298e-06,1.544387327421324,0.091518719,1.3804154349657345,0.084492567,-2.305329297,-4.537381682,0,high
10,4,"[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",0.005521749,0.532548918,0.082073815,1.3741736858503435,1.8851332773453287,0.7862907406104086,-7.06258447,0,high
10,1,"[[0, 1, 2], [3, 5, 7], [4, 6, 8]]",0.015772839426399995,2.9943352150291775,0.094832189,1.3388284846695968,-1.111318284,0.8490384123711262,2.220282760225418,1,high
10,3,"[[0, 1, 2], [3, 5, 7], [4, 6, 8]]",0.001028616,0.8808806533975534,0.094588259,1.736574439022369,-0.223393472,0.48309898660591394,-0.590662018,1,high
10,1,"[[0, 1, 2], [3, 5, 7], [4, 6, 8]]",1.4159040000000027e-08,1.2020989799518456,0.099683172,1.5148308350863793,-4.673601955,-2.195424389,2.750413866266482,1,high
