system,n_orbit_options,xyzs,planet,a,e,i,o,O,M0,incl_group
5,,"[[1.4307803282696867, 0.3943227657386257, 2.6407910051137047], [0.9350218184283072, 1.9943648879033804, 1.9824689385117789], [0.17353111417667313, 2.8472488566974214, 0.5942873147798294]]",3,2.914507328905027,0.037791853,1.0821,4.284702659280746,4.758252472844026,3.715949377,med
6,,"[[0.5691394625599644, 0.6806833893015908, 0.9412568489643024], [-1.2406869092933888, -0.14332439246196627, -0.1883651704369791], [0.8989612387453189, -0.5096918543353398, -0.7596831419485734]]",1,1.2836592416729755,0.026988573,0.959931,2.9540540525586403,6.279290168863669,4.476168756,med
6,,"[[0.5287963224648357, -2.102575772110922, -2.998615346924806], [2.0405085609961082, -1.7395303127010462, -2.47405389824379], [3.1221431909200055, -1.0516242070130433, -1.45123849960413]]",2,3.684436147,0.038770282,0.959931,0.2734505684973674,6.279290168863669,4.657838209368332,med
6,,"[[-0.8683520457824917, -0.18374718578936478, -0.28690779517221165], [0.3845054230537552, 0.5163470089223787, 0.7097094674146961], [-0.22889628431279682, -0.47921527826670385, -0.6844094351884266]]",3,0.9153047071144654,0.087576006,0.959931,5.422202639695211,6.279290168863669,4.556076100384724,med
7,,"[[1.5739239572314332, -0.23053457139185576, -0.4836250548815916], [-0.09159403158195648, 0.9134133204213264, -1.379340171545307], [-1.6411007974734606, 0.4232616663680251, 0.20163646513431455]]",1,1.681376651997423,0.014531494,1.02974,4.989829512730913,2.8156105656663235,4.806547738224595,med
7,,"[[2.0106880800845555, -0.6166581516564402, -0.09271670036516479], [1.199721784558378, 0.6217747939380065, -1.588005359306307], [-0.7868264313549086, 1.2165347423557598, -1.4963404586527551]]",2,2.0901494106446408,0.00497867,1.02974,4.452666924,2.8156105656663235,5.033432266822405,med
7,,"[[-0.3747299671077685, -0.30779512580018886, 0.7619860620187184], [-0.2649500663055468, 0.4689178109527573, -0.6022804610159932], [0.6946995921904704, -0.4431165647480739, 0.3501924247432708]]",3,0.8642019220608756,0.071346918,1.02974,4.7329851033939025,2.8156105656663235,2.805809765723482,med
8,,"[[-3.7282238828005205, -0.5530875902943053, 4.258772393771058], [-3.3072520861030497, -1.7689197175456959, 4.271377479600483], [-2.6679325953145314, -2.888905888754736, 4.054857558106394]]",1,5.528743932008774,0.03401642,0.855211,4.178127141078821,1.9360212323861692,3.558687197439688,med
8,,"[[0.18118880784671373, 0.5880093638738243, -0.47255386963191914], [0.3877679181583577, -0.6651176581494955, -0.09713385945816903], [-0.5598982611684624, -0.04115533506840996, 0.6184565448216203]]",2,0.8037866042535986,0.04889617,0.855211,3.8902462079668743,1.9360212323861692,1.3949149431531784,med
8,,"[[0.24741309416349958, 1.0556910501236474, -0.7052141971166793], [-0.9309996771409184, 0.02953110672970908, 0.9422734442319943], [0.6655558803583745, -1.0323324672437635, -0.31735013063992384]]",3,1.2880760943278813,0.011159867,0.855211,3.3094813772030705,1.9360212323861692,2.1499641654797355,med
